ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
adityajain10_foot365-live-streaming-chatbot-prediction-app-on-aws,0.4278,28.0001,0.0398,0.0000,49.9659
afonsocastro_larcc_interface,0.3460,32.5153,0.0229,0.0000,53.5951
alanchn31_Movalytics-Data-Warehouse,0.6407,35.8824,0.0160,0.0000,59.0775
alexandredev3_nodejs-clean-architeture,0.5432,33.5680,0.0210,0.0000,55.0225
alexprut_earth-defender,0.5767,37.8175,0.0129,0.0000,57.9311
alextanhongpin_node-rest,0.7510,33.2575,0.0212,89.8994,55.6877
alfredcs_immersion_day_labs,0.6739,35.7248,0.0163,0.0000,58.2686
aliyun_packagist-mirror,0.1640,25.2893,0.0543,0.0000,45.3624
allegroai_clearml-agent,0.7309,34.9583,0.0179,0.0000,61.5592
andersonkmi_credit-card-bindb-service-aws,0.6765,33.0689,0.0222,0.0000,60.9129
andrempmattos_harsh-payload,0.5615,36.2510,0.0154,0.0000,58.6042
anjuchamantha_EMonitor,0.6110,37.7183,0.0130,0.0000,59.2673
ankithans_codeX,0.5468,37.8662,0.0128,0.0000,56.6926
annashres_CustomerBot,0.5688,33.0054,0.0224,0.0000,58.7985
anvasquezre_sabiduria_asegurada_experiments,0.5505,35.8795,0.0161,0.0000,57.0007
apache_apisix-dashboard,0.6878,36.5075,0.0150,0.0000,60.2033
apigee_consumer-data-standards-au,0.7239,36.5569,0.0146,0.0000,57.3745
argrecsys_argael,0.4483,27.8257,0.0406,0.0000,54.0614
arkaneshiro_Sound-Zone,0.7270,35.1934,0.0174,0.0000,61.1397
ashavijit_Face-Find,0.8187,38.4837,0.0118,89.9253,63.8362
aurelien-m_raspberrypi-rustpy,0.6682,32.7298,0.0228,0.0000,57.3170
avarghesein_ActiveX.NET,0.5717,35.0591,0.0175,0.0000,56.3479
aws-solutions_automated-security-response-on-aws,0.7377,36.4789,0.0147,0.0000,61.5618
aws-solutions_iot-device-simulator,0.0348,24.7278,0.0580,0.0000,29.4360
awslabs_benchmark-ai,0.5838,36.2559,0.0154,0.0000,56.2823
azuregomez_SecurePaaS,0.8426,39.4616,0.0105,0.0000,63.8949
badr42_oke_A1,0.5658,39.0996,0.0111,0.0000,59.6183
balajich_resilience4j-helloworld,0.7503,37.4337,0.0134,0.0000,60.3375
ballerina-platform_asyncapi-tools,NA,NA,NA,NA,NA,NA
batatero_arquiteturaPHP00,0.8137,36.9713,0.0142,0.0000,62.9123
bcgov_embc-ess,NA,NA,NA,NA,NA,NA
becloudway_serverless-data-pipeline,0.7672,36.6872,0.0146,0.0000,61.1430
beston123_Tarzan,0.7562,36.6354,0.0147,0.0000,62.0870
bianjieai_tibc,0.5481,34.3883,0.0188,0.0000,55.1596
blentle_hikarikeeper,0.4885,28.7850,0.0361,0.0000,54.1761
blockchain-signaling-system_bloss-core,0.6986,33.9959,0.0199,0.0000,60.5038
bluekiri_mlab,0.4897,36.2731,0.0154,0.0000,56.5616
boot2podman_machine,0.4589,35.4251,0.0167,0.0000,52.9150
brightzheng100_instana-handson-labs,0.7185,36.3208,0.0153,0.0000,60.4968
btcpayserver_btcpayserver-doc,NA,NA,NA,NA,NA,NA
calmato_gran-book,0.7188,34.9687,0.0174,0.0000,59.8281
cap-ntu_Video-to-Retail-Platform,0.6788,37.4347,0.0134,0.0000,58.5211
caraml-dev_turing,0.7815,37.6326,0.0131,0.0000,64.4388
castle-finance_vault-transaction-indexer,0.7408,38.0592,0.0124,0.0000,62.3907
chaitin_veinmind-tools,0.4194,36.4460,0.0150,0.0000,57.7258
chirgjin_track-my-events,0.7700,38.3883,0.0121,0.0000,62.0458
chrispiro_deploy_plotly_app_on_gcp,0.8278,38.3825,0.0117,0.0000,60.3924
chsakell_planet-scale-azure,0.2445,26.2768,0.0485,0.0000,39.4277
clemgbld_blog_back_office,0.7339,38.8418,0.0114,0.0000,61.8018
codahale_sneaker,0.0830,25.3381,0.0541,0.0000,38.3179
codestates_BEB-05-LeeSea,0.7289,36.4361,0.0148,0.0000,59.8266
cordon-thiago_airflow-spark,0.6007,37.1642,0.0139,0.0000,57.3381
coverage-robot_core,0.8285,37.6066,0.0129,0.0000,63.8541
