ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
minism_hotel,0.0766,25.2545,0.0546,12.9111,35.6262,0.0011
miztiik_aws-real-time-use-cases,0.1191,25.2779,0.0545,17.9739,40.1425,0.0006
mrubash1_trainspotting,0.6032,32.4781,0.0238,83.0024,58.2799,-0.0068
mxaviersmp_spotify-tracker,0.8321,38.0703,0.0125,89.7928,64.1961,0.0004
nasa_cFS,NA,NA,NA,NA,NA,NA
ndsev_zswag,0.3228,29.0726,0.0352,61.4970,50.6541,-0.0035
nforge_devnote,0.5332,36.6955,0.0146,88.9268,57.4827,-0.0047
nightingaleproject_Reference-Client,0.5540,36.7056,0.0146,87.9794,56.4378,0.0038
nikmis_xentrace-analysis,0.4788,34.6405,0.0185,86.7630,55.7490,-0.0056
nrephi_jupyter-spark-hadoop-docker,0.5593,34.6253,0.0186,86.8247,55.6855,0.0112
numerica-ideas_ni-microservice-nodejs,0.5753,37.4110,0.0135,89.7366,59.4329,0.0111
odh-labs_predictive-maint,0.7447,36.2150,0.0155,88.9032,63.6066,0.0026
onlybakam_reinvent2022-vote-app,0.5589,33.3614,0.0215,88.2674,55.7044,0.0068
onprem_foundry,NA,NA,NA,NA,NA,NA
oovk_dataengg-covid19-aws,0.5475,37.6515,0.0131,89.8270,59.5328,-0.0016
open-risk_Open_Risk_API,0.6228,37.8217,0.0129,89.5840,58.5439,0.0080
openshift_configuration-anomaly-detection,NA,NA,NA,NA,NA,NA
opstree_OT-Microservices-Training,0.4889,37.3391,0.0136,89.9088,57.7300,-0.0024
oracle-quickstart_oci-confluent,NA,NA,NA,NA,NA,NA
oracle-quickstart_oci-jenkins,0.6345,38.9861,0.0112,89.6847,60.6462,-0.0030
orchsym_runtime,NA,NA,NA,NA,NA,NA
pacmacro_pm-server-spring,0.6910,36.6730,0.0147,87.6343,57.9111,0.0013
padok-team_dojo-terraform-aws-security,NA,NA,NA,NA,NA,NA
pagopa_pn-infra,0.5898,37.8243,0.0128,89.6141,59.6226,-0.0054
pau-minoves_jseats,0.5950,33.3763,0.0214,83.3244,57.8753,-0.0051
pgrignaffini_AlgoCrowd,0.5780,37.5957,0.0132,88.3977,57.5719,0.0016
philipplackner_IvyWallet-PL_Version,NA,NA,NA,NA,NA,NA
qaware_cloud-native-weather-javaee,NA,NA,NA,NA,NA,NA
qnib_qframe,0.3760,29.6819,0.0328,89.4354,48.4741,0.0000
quasirsg_Henry-M3,0.5954,37.7052,0.0130,89.6382,56.8291,0.0103
qunarcorp_m_adr_qapm_open_source,0.6908,36.6182,0.0148,89.9225,59.1636,0.0112
ra1028_VueFlux,0.0255,24.5376,0.0593,6.6477,24.8950,0.0001
rackerlabs_scantron,0.0382,25.2287,0.0548,17.4511,34.3657,0.0006
redbadger_crux,NA,NA,NA,NA,NA,NA
rinkako_CStoreDBMS,0.6525,35.3748,0.0170,86.6329,58.5446,-0.0047
rubenbupe_proyectos-data,0.0315,24.8022,0.0575,12.6556,33.6938,-0.0004
ruoccofabrizio_azure-open-ai-embeddings-qna,0.6691,36.0647,0.0157,87.8752,59.3454,-0.0001
