ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
ev2900_OpenSearch_Dashboard_Nginx_Proxy,0.7264,38.7624,0.0115,89.5769,60.3051,-0.0040
exmgr_GatewayXM,0.1128,25.8184,0.0512,31.4678,42.9826,-0.0019
fdrennan_ndexr-platform,0.0128,24.9709,0.0564,7.3599,26.6732,0.0004
fecgov_fec-eregs,0.6637,37.6549,0.0131,89.5348,60.8891,-0.0004
florianhoehn_sf-apex-rest-api,0.6969,35.8896,0.0161,89.8449,61.3099,0.0009
fredrikhgrelland_data-mesh,0.5469,39.9079,0.0101,89.9317,57.8192,-0.0006
freenowtech_AndroidCI,0.5729,38.5725,0.0118,89.7232,64.5612,-0.0013
gabrielfarah_OpenHub,0.4674,36.7624,0.0145,88.9031,57.5966,0.0009
gaiax_fLibra,0.6285,37.0196,0.0141,89.3603,57.0049,0.0008
gapfish_deployer,0.4351,34.6861,0.0184,89.7631,53.4361,-0.0041
gcba-iris_iris,0.0836,25.0086,0.0562,13.6732,33.3129,0.0005
gdsc-ys_mlops,0.8012,37.1998,0.0138,88.9741,63.1276,0.0005
geovanegodoi_MicroServicesPOC,0.6767,36.0853,0.0157,89.2657,59.7687,-0.0013
googleinterns_typescript-flag-upgrade,NA,NA,NA,NA,NA,NA
gpsnmeajp_VirtualMotionTracker,0.5600,31.3123,0.0272,89.7793,54.7779,-0.0014
gray-panda_grayrepo,0.7829,37.2356,0.0137,89.8053,61.9179,-0.0006
greatfarmer_fifarm,0.7470,37.1237,0.0139,89.3103,62.1016,-0.0014
gregoryjohnsonjg6_angular-dotnet-core-docker,NA,NA,NA,NA,NA,NA
gustavung_Graphrec,0.7781,35.4741,0.0168,89.5180,59.9243,-0.0022
hamzatugrul_surl,0.5944,38.2170,0.0123,89.4256,59.4503,0.0019
heli-os_member-invitation-java-springboot,0.7429,40.6902,0.0092,89.9368,63.5906,0.0007
hex-js_nodejs-hexagonal-boilerplate-ts,0.5353,35.1132,0.0176,86.3205,57.1204,0.0047
hotshot07_distributed_systems,0.6858,39.0126,0.0112,89.8394,60.4174,0.0001
hyeonsangjeon_AWS-LLM-SageMaker,0.2323,26.3216,0.0483,88.6558,43.8833,0.0012
hyeonsangjeon_youtube-dl-nas,0.6536,38.4183,0.0120,89.4271,61.1114,-0.0036
hyper-prog_hasses,0.6025,35.0901,0.0176,88.2490,58.1900,0.0016
hypertrack_live-app-android,0.7096,37.0779,0.0140,88.9962,61.6341,-0.0002
i5ting_stuq-koa,0.6657,36.0183,0.0158,88.9734,58.1227,-0.0002
ibm-hyperknowledge_hklib,NA,NA,NA,NA,NA,NA
iceland2k14_Kangrand,0.5891,36.1819,0.0155,89.8553,57.0243,0.0013
icoxfog417_karura,0.7257,36.7280,0.0146,89.4361,60.9977,0.0002
imamabdulazis_FlutterCleanArchitecture,0.4004,33.6498,0.0208,87.2997,53.8158,0.0017
inIT-HF_gr-corrsounder,0.3294,32.6514,0.0233,83.7448,53.2029,-0.0051
ingeniala_heybluekata,0.6425,38.1716,0.0123,88.6340,60.9514,0.0029
inovex_scrumlr.io,0.4672,37.7911,0.0129,89.1348,56.1834,0.0073
input-output-hk_marlowe-starter-kit,0.4727,36.9500,0.0142,88.4589,58.3173,0.0014
intel_edge-insights-vision,NA,NA,NA,NA,NA,NA
itays123_partydeck,0.7099,31.4147,0.0269,89.8271,58.9570,0.0000
itselavia_edge-computing-platform-for-deep-learning-apps,0.7914,36.4225,0.0151,89.8651,65.6342,0.0015
jes_autopatzer,NA,NA,NA,NA,NA,NA
jinnerbichler_flash-home,0.0088,24.7954,0.0576,5.0764,22.3708,0.0002
jkahn117_aws-news,NA,NA,NA,NA,NA,NA
jlhood_retweet-leaderboard,0.5269,37.1176,0.0139,89.2698,56.7584,0.0069
jquku_Matrix-Chatbot,0.0762,24.7840,0.0577,10.3108,36.4403,-0.0044
jsarcher_zilgraph,0.6356,37.6445,0.0131,88.6111,58.2897,-0.0005
jun108059_Elasticsearch-SpringBoot,0.5850,35.6613,0.0165,89.3306,58.4418,0.0032
jzyong_GameServer4g,NA,NA,NA,NA,NA,NA
kaleidot725_Draft,0.4017,38.3370,0.0121,88.7234,61.7718,0.0001
kansiris_Angular-Interview-Questions-Answers,0.5351,40.0060,0.0100,89.9345,58.7634,0.0026
kerollesroshdi_Cima-,0.0887,25.3335,0.0541,17.2422,38.4001,0.0014
kineviz-3D-human-pose-tracking_3d-ai-powered-pose-tracking,0.7256,36.8676,0.0143,89.8974,59.9658,-0.0025
kpantos_Azure-How-To,0.2014,27.7044,0.0412,42.3242,44.7407,0.0007
