ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
inovex_scrumlr.io,NA,NA,NA,NA,NA,NA
input-output-hk_marlowe-starter-kit,0.6302,36.4728,0.0150,88.4394,58.0811,0.0028
intel_edge-insights-vision,NA,NA,NA,NA,NA,NA
itays123_partydeck,NA,NA,NA,NA,NA,NA
itselavia_edge-computing-platform-for-deep-learning-apps,NA,NA,NA,NA,NA,NA
jes_autopatzer,0.7748,37.3247,0.0136,87.5909,61.9209,0.0006
jinnerbichler_flash-home,0.0147,24.4813,0.0597,5.0819,22.2120,-0.0004
jkahn117_aws-news,0.7386,36.6146,0.0148,89.0693,61.6288,-0.0002
jlhood_retweet-leaderboard,0.6859,36.8156,0.0144,89.3156,56.6416,0.0000
jquku_Matrix-Chatbot,0.0914,24.9095,0.0568,10.3395,36.5031,0.0002
jsarcher_zilgraph,0.6436,38.4086,0.0120,88.6505,58.6715,0.0011
jun108059_Elasticsearch-SpringBoot,0.6306,35.5217,0.0167,89.3339,58.3792,0.0039
jzyong_GameServer4g,NA,NA,NA,NA,NA,NA
kaleidot725_Draft,0.4276,38.1484,0.0124,88.6285,61.6734,0.0005
kansiris_Angular-Interview-Questions-Answers,0.5416,37.7913,0.0129,89.8103,57.6233,0.0011
kerollesroshdi_Cima-,0.1180,25.2267,0.0548,17.2502,38.3456,0.0013
kineviz-3D-human-pose-tracking_3d-ai-powered-pose-tracking,0.7360,36.5572,0.0149,89.8171,59.8064,-0.0057
kpantos_Azure-How-To,NA,NA,NA,NA,NA,NA
krishnaprasadkv_Linux-Commands,0.6759,40.8119,0.0091,89.9199,58.5424,0.0013
kryptokrauts_ae-prediction-cards,0.6360,35.9810,0.0159,89.3963,57.7179,-0.0027
kubescape_host-scanner,0.7489,37.7578,0.0129,87.4645,57.6611,0.0000
kzh_noob,NA,NA,NA,NA,NA,NA
laziestcoder_Budget_App_JS,0.7167,36.7835,0.0145,89.8263,60.2761,0.0001
leekoko_Java-Web,0.7190,35.1133,0.0176,89.8640,59.2329,0.0020
leopardslab_gocloud,0.7733,34.8936,0.0180,89.6047,63.2633,-0.0001
libremfg_getting-started,0.0372,25.1206,0.0555,22.2463,36.2022,-0.0009
linhao1998_ChatGPTClient,0.0075,24.9225,0.0567,10.7843,39.0297,0.0004
little-hands_webdbpress-2019-10-ddd,0.6623,33.8077,0.0204,84.2325,60.7396,-0.0006
liyangbing_rocketmq-http-gateway,0.7703,36.6090,0.0148,89.8577,61.3503,-0.0008
lkmSasanga_fas-web-app,0.8154,38.6703,0.0117,88.8089,62.9006,0.0012
lkravi_kube8aws,0.5828,37.9852,0.0126,88.3329,62.6793,-0.0015
llvm_torch-mlir,0.7540,36.9035,0.0143,87.7607,62.1696,0.0016
lovasoa_SuperLogger,0.6863,37.3852,0.0135,89.1772,60.1830,-0.0029
lowes_auditor,0.7193,38.9171,0.0113,89.2804,57.7047,0.0049
lowtalkers_escape-reality,NA,NA,NA,NA,NA,NA
lubkoKuzenko_FE-Interview-Questions,0.4876,36.3383,0.0152,89.7238,56.9090,-0.0027
lvyahui8_http-proxy,0.5094,33.4798,0.0212,87.7119,57.0869,0.0007
madderle_Capstone-Realtime-Streaming-Analytics,0.7937,38.3293,0.0121,89.9435,61.6336,0.0005
marekq_rss-lambda,0.8068,38.9812,0.0112,89.9640,62.2854,0.0017
marklogic_cloud-enablement-aws,0.7069,35.9671,0.0159,88.7741,60.8422,0.0025
marmarek_qubes-app-u2f,NA,NA,NA,NA,NA,NA
mateuseap_apache-airflow,NA,NA,NA,NA,NA,NA
matrix-io_matrix-malos-zwave,0.4742,30.9305,0.0284,89.8207,50.3040,0.0015
mbotarro_unijobs,0.5087,27.9626,0.0400,52.5140,60.2425,0.0000
mcuking_offline-package-webpack-plugin,0.5877,30.4727,0.0299,89.5188,59.5626,0.0015
mebaysan_Modern-Data-Architecture,0.6112,36.0464,0.0158,89.5828,56.7736,0.0030
medlab_320-online-prototype,0.6327,36.5819,0.0148,88.0684,55.4455,0.0016
mendhak_gpslogger,0.6059,34.8515,0.0181,84.1851,54.9345,0.0035
meshery_meshery,NA,NA,NA,NA,NA,NA
michaelsrichter_azure.owasp,0.6426,35.1295,0.0175,89.8697,56.5530,0.0018
microsoft_azure-realtime-fraud-detection,NA,NA,NA,NA,NA,NA
microsoft_covid19-BackToWork,NA,NA,NA,NA,NA,NA
mincloud1501_MSA_miniProject,NA,NA,NA,NA,NA,NA
minism_hotel,0.0982,25.0989,0.0556,12.9059,35.5512,-0.0006
miztiik_aws-real-time-use-cases,0.1298,25.4433,0.0534,17.9776,40.2251,0.0003
mrubash1_trainspotting,0.6882,32.8862,0.0227,82.9311,58.4890,-0.0004
mxaviersmp_spotify-tracker,0.8509,37.7207,0.0130,89.8181,64.0226,0.0002
nasa_cFS,NA,NA,NA,NA,NA,NA
ndsev_zswag,NA,NA,NA,NA,NA,NA
nforge_devnote,0.5160,36.2032,0.0155,88.8388,57.2211,-0.0013
nightingaleproject_Reference-Client,0.6700,37.1710,0.0138,87.9873,56.6738,-0.0017
nikmis_xentrace-analysis,NA,NA,NA,NA,NA,NA
nrephi_jupyter-spark-hadoop-docker,NA,NA,NA,NA,NA,NA
numerica-ideas_ni-microservice-nodejs,0.6904,37.3834,0.0135,89.5157,59.4260,-0.0019
odh-labs_predictive-maint,NA,NA,NA,NA,NA,NA
onlybakam_reinvent2022-vote-app,0.6126,33.5248,0.0211,87.5824,55.7763,-0.0018
onprem_foundry,NA,NA,NA,NA,NA,NA
oovk_dataengg-covid19-aws,0.5882,36.6243,0.0147,89.8304,59.0163,-0.0009
open-risk_Open_Risk_API,0.7375,38.9414,0.0113,89.0944,59.0546,-0.0024
openshift_configuration-anomaly-detection,0.1450,25.4802,0.0532,87.0969,38.2464,0.0008
opstree_OT-Microservices-Training,0.5404,36.8993,0.0143,89.8475,57.4901,0.0006
oracle-quickstart_oci-confluent,NA,NA,NA,NA,NA,NA
oracle-quickstart_oci-jenkins,NA,NA,NA,NA,NA,NA
orchsym_runtime,NA,NA,NA,NA,NA,NA
pacmacro_pm-server-spring,0.7208,36.2840,0.0153,87.3182,57.8085,0.0007
padok-team_dojo-terraform-aws-security,0.5218,36.7488,0.0145,89.7030,57.0724,0.0011
pagopa_pn-infra,0.7159,36.8292,0.0144,89.6325,59.3073,0.0027
pau-minoves_jseats,0.6730,33.3643,0.0215,83.1878,57.8693,0.0011
pgrignaffini_AlgoCrowd,0.5786,36.1458,0.0156,88.3088,56.8789,-0.0017
philipplackner_IvyWallet-PL_Version,NA,NA,NA,NA,NA,NA
qaware_cloud-native-weather-javaee,0.7705,36.4410,0.0151,89.2124,60.5361,-0.0008
qnib_qframe,0.4078,29.8696,0.0321,89.3075,48.6037,0.0020
quasirsg_Henry-M3,NA,NA,NA,NA,NA,NA
qunarcorp_m_adr_qapm_open_source,0.7032,36.2696,0.0154,89.8751,58.9653,0.0011
ra1028_VueFlux,0.0276,24.4625,0.0598,6.6393,24.8539,0.0001
rackerlabs_scantron,NA,NA,NA,NA,NA,NA
redbadger_crux,NA,NA,NA,NA,NA,NA
rinkako_CStoreDBMS,NA,NA,NA,NA,NA,NA
rubenbupe_proyectos-data,0.0376,24.8703,0.0571,12.5272,33.7069,0.0004
ruoccofabrizio_azure-open-ai-embeddings-qna,NA,NA,NA,NA,NA,NA
s-sokolko_smev3_adapter_service,NA,NA,NA,NA,NA,NA
securesecrets_shadeswap,0.6556,38.0581,0.0125,88.4612,58.1841,-0.0026
serverdevcamp_camp4_quadcore,0.6227,36.1169,0.0156,89.8983,58.5495,-0.0031
sfujiwara_terraform-google-ai-platform-notification,NA,NA,NA,NA,NA,NA
shawntabrizi_Ethereum-Twitter-Bounty,NA,NA,NA,NA,NA,NA
shinesolutions_sitechecker-slackbot,0.6884,36.2702,0.0154,89.7378,58.6203,0.0002
solenya-group_solenya,0.7776,37.4506,0.0134,88.6838,61.5337,0.0017
spagnuolocarmine_serverless-computing-for-iot,0.7662,37.1772,0.0138,89.1075,59.2804,-0.0002
spikecodes_stotra,NA,NA,NA,NA,NA,NA
staples-sparx_Wonko,0.8420,36.1362,0.0156,88.7212,63.0918,-0.0003
sugarlabs_musicblocks-v4-lib,NA,NA,NA,NA,NA,NA
sup2is_e-commerce-project,0.5263,35.0538,0.0177,89.5976,58.6863,0.0013
swir-rs_swir,0.4076,29.6555,0.0329,66.5909,52.2743,-0.0020
takoko55_LectureLens,NA,NA,NA,NA,NA,NA
tamu-datathon-org_galaxy,0.8394,37.4691,0.0134,87.7383,65.8105,-0.0002
tarhses_esp-alarm-clock,NA,NA,NA,NA,NA,NA
teamgram_teamgram-server,0.6528,36.4133,0.0151,89.0414,61.6412,-0.0003
terrenjpeterson_javawatch,0.6491,35.2633,0.0173,88.3705,57.6899,0.0025
thangchung_practical-dapr,0.6053,33.5062,0.0211,88.8877,57.2918,-0.0014
thill_kafkacap,0.6805,36.2525,0.0154,88.2455,57.4527,0.0106
today-real-estate_today-real-estate_front-end,0.8465,38.7908,0.0115,89.6190,60.2169,-0.0012
turkcellcloud_jupyter-openshift,0.6006,33.9461,0.0201,87.4402,56.7914,0.0042
unnmdnwb3_dora,0.6291,35.3345,0.0171,89.3873,58.8702,0.0026
usds_justice40-tool,NA,NA,NA,NA,NA,NA
ut-ims-robotics_robotont,0.5532,35.7954,0.0162,88.6383,55.4076,0.0010
vectranetworks_AWS-Traffic-Mirroring-Session-Manager,0.6453,37.2364,0.0137,88.3462,57.2112,0.0021
victor369basu_Real-time-stock-market-prediction,0.6970,36.1265,0.0156,86.5135,57.0214,-0.0049
victorshinya_serverless-chatbot,NA,NA,NA,NA,NA,NA
vinijmoura_Azure-DevOps,NA,NA,NA,NA,NA,NA
vishipayyallore_blazorwasm-apim-api-sql-redis,NA,NA,NA,NA,NA,NA
whtngus_whtngus.github.io,0.6502,36.2035,0.0155,88.8431,55.6027,0.0003
