ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
OpiumProtocol_opium-protocol-v2,0.6658,39.5856,0.0105,89.7703,61.5714,-0.0003
ParaStation_psmpi,0.1761,26.4229,0.0477,50.5508,43.4516,-0.0029
Resurgence-VM-Development_Resurgence,0.5250,38.0778,0.0125,89.7552,58.1932,-0.0000
RunnersHi_RunnersHi_Server,0.6530,39.2349,0.0109,89.4184,59.1930,-0.0011
SV-97_HumanResourceMachine,0.6137,38.6889,0.0116,89.1505,59.0887,0.0005
SafeBreach-Labs_hAFL2,0.6936,36.1815,0.0155,89.3690,59.3288,0.0004
Sanperolo_The-Intelligent-Bike,0.7050,35.9181,0.0160,88.4705,63.4433,0.0006
Scientific-Computing-Lab-NRCN_compar,0.5267,36.2568,0.0154,89.5776,57.7382,-0.0019
SecHack365-Fans_PyJailBreak,0.5376,36.4611,0.0150,89.5244,57.3818,0.0008
ShiftLeftSecurity_traceleft,0.6140,39.1085,0.0111,89.9408,61.5600,-0.0014
Simon-0711_ta_lyrics_sentiment_classification,0.6958,38.9299,0.0113,89.0799,61.5958,-0.0012
SimonLdj_hypnolog-server,0.6247,36.4005,0.0151,89.4366,55.8169,0.0011
SocialGouv_archifiltre-docs,0.6955,37.8662,0.0128,89.5536,61.5935,0.0027
Software-Engineering-DHBW_bikeminer,0.7349,36.7658,0.0145,88.7220,62.1468,-0.0004
Speccy-Rom_SpeccyTV,0.6687,38.3940,0.0120,88.4217,60.3513,0.0020
SpektraSystems_CloudLabs-Azure,0.5723,37.0797,0.0140,88.5640,58.8369,-0.0008
Spiderpig86_SmoresUnderflow,0.7205,39.0805,0.0111,89.9518,64.0914,0.0027
Taymindis_fcgi-function,0.1973,25.9529,0.0504,88.6666,37.8470,0.0008
TestHaters_ctflow,0.7162,37.4329,0.0134,89.4779,62.3804,-0.0001
UBC-CIC_Student-Connect-App,0.7319,37.0171,0.0141,89.5512,63.2384,0.0009
UnoSD_UnoCash,0.6443,38.7581,0.0115,89.1177,60.1891,-0.0034
UoA-eResearch_hub-stack,0.6502,36.4939,0.0150,89.6002,61.5213,-0.0022
WeBankFinTech_DeFiBus,0.5423,35.5642,0.0167,89.2419,57.6819,-0.0005
XenitAB_git-auth-proxy,0.6267,39.0636,0.0111,89.8165,57.6331,-0.0065
Xsidelight_flutter_interview_questions,0.2657,29.4553,0.0337,73.4093,49.8477,0.0027
YW-Ma_Algorithms-Visualizer,0.7625,39.0195,0.0112,88.3673,65.1022,-0.0008
YashwantChauhan_SDL,0.6448,38.4644,0.0119,89.4899,60.1294,0.0013
ZID-Automat_Controller-ZIDAutomat,0.6553,36.5850,0.0148,86.4145,57.5465,-0.0017
abel-gr_warehouse-robot,0.4221,35.2933,0.0172,89.1167,56.6006,0.0011
adityajain10_foot365-live-streaming-chatbot-prediction-app-on-aws,0.3716,28.0285,0.0397,89.0317,49.9814,-0.0004
afonsocastro_larcc_interface,NA,NA,NA,NA,NA,NA
alanchn31_Movalytics-Data-Warehouse,0.6173,37.9747,0.0126,89.3974,60.1032,0.0011
alexandredev3_nodejs-clean-architeture,0.4531,33.8653,0.0203,87.9631,55.1725,0.0002
alexprut_earth-defender,0.5819,38.6428,0.0117,88.8813,58.3450,-0.0004
alextanhongpin_node-rest,0.5791,32.7400,0.0231,89.8506,55.4078,-0.0012
alfredcs_immersion_day_labs,0.5817,36.5021,0.0150,89.5385,58.6671,0.0027
aliyun_packagist-mirror,0.1649,25.3957,0.0537,22.6881,45.3748,0.0022
allegroai_clearml-agent,0.7136,36.7052,0.0146,89.8740,62.4436,0.0008
andersonkmi_credit-card-bindb-service-aws,0.6995,32.9791,0.0224,89.6503,60.9321,-0.0000
andrempmattos_harsh-payload,0.4751,36.8414,0.0144,87.3585,58.8947,-0.0024
anjuchamantha_EMonitor,0.6179,37.4200,0.0135,89.5755,59.1339,0.0014
ankithans_codeX,0.4851,38.2808,0.0122,89.3680,56.8997,-0.0062
annashres_CustomerBot,0.5876,32.7339,0.0231,89.8240,58.6681,-0.0000
anvasquezre_sabiduria_asegurada_experiments,0.5625,36.5951,0.0148,87.4358,57.3602,0.0029
apache_apisix-dashboard,0.6679,37.2100,0.0138,89.8261,60.5729,-0.0005
apigee_consumer-data-standards-au,0.5480,36.6382,0.0147,89.7807,57.5866,-0.0014
argrecsys_argael,0.3824,27.7041,0.0412,50.4195,53.9840,0.0021
arkaneshiro_Sound-Zone,0.6541,35.1680,0.0174,87.3382,61.1119,0.0002
ashavijit_Face-Find,0.6891,38.2556,0.0122,89.9299,63.6819,0.0006
aurelien-m_raspberrypi-rustpy,0.6119,32.2188,0.0245,89.7938,57.0265,-0.0027
avarghesein_ActiveX.NET,0.4505,35.4569,0.0169,89.7099,56.4522,-0.0008
aws-solutions_automated-security-response-on-aws,0.6508,37.7660,0.0129,89.0047,61.9770,-0.0041
aws-solutions_iot-device-simulator,0.0302,24.5652,0.0591,9.4102,29.3465,0.0001
awslabs_benchmark-ai,0.4833,36.5786,0.0148,86.9670,56.4405,0.0013
azuregomez_SecurePaaS,0.7847,37.8274,0.0128,89.7291,62.9443,-0.0003
badr42_oke_A1,0.4889,38.4447,0.0120,89.7407,59.2904,-0.0056
balajich_resilience4j-helloworld,0.6536,37.9791,0.0126,87.9573,60.6100,-0.0003
ballerina-platform_asyncapi-tools,0.7082,39.3046,0.0108,89.7810,62.3475,-0.0008
batatero_arquiteturaPHP00,0.7453,37.1419,0.0139,88.4671,62.9835,0.0008
bcgov_embc-ess,NA,NA,NA,NA,NA,NA
becloudway_serverless-data-pipeline,0.7099,37.8685,0.0128,89.7420,61.6962,-0.0007
beston123_Tarzan,0.7524,37.5705,0.0132,89.3537,62.5666,0.0005
bianjieai_tibc,0.4681,36.0003,0.0158,85.6263,55.7875,-0.0045
blentle_hikarikeeper,0.4567,28.8063,0.0363,68.5001,54.1774,-0.0037
blockchain-signaling-system_bloss-core,0.6887,34.3935,0.0191,89.3572,60.7063,0.0011
bluekiri_mlab,0.4659,37.7206,0.0130,88.6950,57.2865,-0.0045
boot2podman_machine,0.4921,35.9563,0.0159,88.9039,53.2847,-0.0002
brightzheng100_instana-handson-labs,0.6002,36.3286,0.0153,88.8095,60.4834,-0.0013
btcpayserver_btcpayserver-doc,0.5255,30.6335,0.0294,81.4850,54.9455,0.0002
calmato_gran-book,0.7101,35.3984,0.0170,89.2313,60.1955,-0.0001
cap-ntu_Video-to-Retail-Platform,0.6252,37.5106,0.0133,88.0827,58.5720,-0.0028
caraml-dev_turing,0.7617,38.9267,0.0113,89.9323,65.0912,-0.0008
castle-finance_vault-transaction-indexer,0.6451,38.1087,0.0124,89.5852,62.2955,0.0001
chaitin_veinmind-tools,0.3879,38.6644,0.0117,89.9101,58.7950,-0.0018
chirgjin_track-my-events,0.7618,41.4951,0.0084,89.9534,63.6261,-0.0005
chrispiro_deploy_plotly_app_on_gcp,0.7289,38.2263,0.0123,89.1366,60.1312,0.0010
chsakell_planet-scale-azure,0.1921,26.0063,0.0501,87.7909,39.3041,-0.0013
clemgbld_blog_back_office,0.6603,39.2444,0.0109,89.8801,62.0360,0.0033
codahale_sneaker,0.0790,25.3335,0.0541,19.9932,38.3089,-0.0013
codestates_BEB-05-LeeSea,0.6960,36.5006,0.0150,89.9257,59.8595,0.0002
cordon-thiago_airflow-spark,0.5924,40.0058,0.0100,89.9559,58.7710,-0.0007
coverage-robot_core,0.7467,39.9747,0.0100,89.7869,64.8210,0.0007
danielfm_prometheus-for-developers,0.6575,37.1672,0.0139,88.9093,61.8372,-0.0008
darrenyao87_tnn-models,0.5994,36.6973,0.0146,88.9151,60.4930,-0.0002
david3107_squatm3gator,0.7255,35.6314,0.0165,88.5890,59.7220,0.0020
davidlandry93_glo4001,0.6024,34.7130,0.0184,89.5023,57.8814,0.0013
de1ux_statlord,0.6128,39.5238,0.0106,89.6166,60.0056,0.0011
decentraland_catalyst,NA,NA,NA,NA,NA,NA
dich1_bookshelf-web,0.7524,38.3905,0.0120,89.3637,61.4164,0.0005
doitintl_banias,0.7319,37.4752,0.0134,89.7190,59.8347,-0.0013
domingo1021_Bunny-code,0.6911,37.6306,0.0131,88.6615,62.4460,-0.0001
dowjones_hammer,0.6193,37.5387,0.0133,89.1843,60.4645,0.0005
dsc-sookmyung_2023-mention-all-SolutionChallenge,0.7497,39.2998,0.0108,89.2238,62.9917,0.0026
dspace-group_simphera-reference-architecture-azure,0.7478,39.0364,0.0112,89.0465,64.5580,-0.0004
duanfuxiang0_MysqlMigrationTool,0.7227,39.8059,0.0102,89.9476,61.9981,0.0048
dwt0317_Search_Adserver,0.5582,36.1693,0.0155,89.0675,57.8388,0.0022
dylanvanh_MunchOut,0.7849,39.0634,0.0111,89.0534,65.5256,-0.0001
eProsima_FIWARE-SH,0.4085,27.5086,0.0421,54.7857,54.0381,0.0003
eProsima_Integration-Service,0.1998,25.5911,0.0525,29.1609,47.8755,-0.0004
ebu_PlugIt,0.6018,37.7439,0.0130,88.3109,58.0522,0.0025
elloza_Android-Developer-Certification,0.6888,39.1058,0.0111,89.1652,62.4827,0.0024
elpapi42_deep-deblurring,0.6962,37.0343,0.0141,89.7886,61.6702,0.0005
emreturgutce_stock-management,0.7482,36.6585,0.0147,89.8025,62.3490,-0.0023
eqbal_CarND_Capstone_CarX,0.7116,37.0823,0.0140,88.8916,60.6573,0.0017
ertis-research_lwm2m-blockchain,0.7153,35.6388,0.0165,87.7023,60.6063,0.0003
ev2900_OpenSearch_Dashboard_Nginx_Proxy,0.7011,38.9554,0.0113,89.6101,60.4023,0.0028
exmgr_GatewayXM,0.1076,25.7804,0.0514,31.4419,42.9618,0.0012
fdrennan_ndexr-platform,0.0105,24.5739,0.0591,7.3564,26.4853,0.0013
fecgov_fec-eregs,0.5923,37.7678,0.0129,89.5887,60.9468,0.0014
florianhoehn_sf-apex-rest-api,0.7239,36.0919,0.0157,89.8696,61.4059,0.0009
fredrikhgrelland_data-mesh,0.4988,38.7680,0.0115,89.8475,57.2538,-0.0061
freenowtech_AndroidCI,0.5488,38.6018,0.0117,89.7230,64.6002,0.0023
gabrielfarah_OpenHub,0.4055,36.1210,0.0156,88.8965,57.2115,0.0008
gaiax_fLibra,0.5415,36.8216,0.0144,89.3686,56.8961,-0.0025
gapfish_deployer,0.4247,34.3763,0.0191,89.7886,53.2963,0.0002
gcba-iris_iris,0.0709,24.9030,0.0569,13.6679,33.2496,-0.0007
gdsc-ys_mlops,0.7736,37.7951,0.0129,88.9580,63.4246,0.0006
geovanegodoi_MicroServicesPOC,0.5860,35.9993,0.0159,89.2958,59.7494,-0.0026
googleinterns_typescript-flag-upgrade,0.0534,24.6870,0.0583,7.5311,31.8360,-0.0002
gpsnmeajp_VirtualMotionTracker,0.5679,31.4259,0.0268,89.8127,54.8283,-0.0001
gray-panda_grayrepo,0.7381,34.6336,0.0185,89.8820,60.7063,0.0001
greatfarmer_fifarm,0.7164,37.1980,0.0138,89.3066,62.1249,0.0000
gregoryjohnsonjg6_angular-dotnet-core-docker,0.7539,38.3758,0.0121,89.2740,63.1831,0.0002
gustavung_Graphrec,0.7815,40.7026,0.0092,89.5697,62.0016,0.0008
hamzatugrul_surl,0.5641,38.2590,0.0122,89.4211,59.4714,-0.0027
heli-os_member-invitation-java-springboot,0.7428,41.5685,0.0083,89.9523,64.0310,-0.0023
hex-js_nodejs-hexagonal-boilerplate-ts,0.5673,35.4724,0.0168,86.3252,57.3000,-0.0028
hotshot07_distributed_systems,0.6643,39.1148,0.0111,89.8884,60.4691,0.0013
hrchlhck_k8s-bigdata,NA,NA,NA,NA,NA,NA
hyeonsangjeon_AWS-LLM-SageMaker,0.1967,26.3248,0.0483,88.7058,43.8851,-0.0004
hyeonsangjeon_youtube-dl-nas,0.5899,37.7640,0.0129,89.4898,60.7617,0.0045
hyper-prog_hasses,0.5407,35.0451,0.0177,88.2820,58.1687,-0.0015
