filename,image1,image2,vgg16_cosine_similarity
avarghesein_ActiveX.NET,avarghesein_ActiveX.NET.jpg,avarghesein_ActiveX.NET.png,0.4022689
aws-solutions_automated-security-response-on-aws,aws-solutions_automated-security-response-on-aws.png,aws-solutions_automated-security-response-on-aws.png,0.47376037
aws-solutions_iot-device-simulator,aws-solutions_iot-device-simulator.png,aws-solutions_iot-device-simulator.png,0.14927322
awslabs_benchmark-ai,awslabs_benchmark-ai.png,awslabs_benchmark-ai.png,0.54948545
azuregomez_SecurePaaS,azuregomez_SecurePaaS.png,azuregomez_SecurePaaS.png,0.2303592
badr42_oke_A1,badr42_oke_A1.png,badr42_oke_A1.png,0.26291412
balajich_resilience4j-helloworld,balajich_resilience4j-helloworld.png,balajich_resilience4j-helloworld.png,0.3743521
ballerina-platform_asyncapi-tools,ballerina-platform_asyncapi-tools.jpg,ballerina-platform_asyncapi-tools.png,0.28867632
batatero_arquiteturaPHP00,batatero_arquiteturaPHP00.jpg,batatero_arquiteturaPHP00.png,0.26008397
becloudway_serverless-data-pipeline,becloudway_serverless-data-pipeline.png,becloudway_serverless-data-pipeline.png,0.24259949
beston123_Tarzan,beston123_Tarzan.png,beston123_Tarzan.png,0.30140746
bianjieai_tibc,bianjieai_tibc.png,bianjieai_tibc.png,0.5139206
blentle_hikarikeeper,blentle_hikarikeeper.png,blentle_hikarikeeper.png,0.2964065
blockchain-signaling-system_bloss-core,blockchain-signaling-system_bloss-core.png,blockchain-signaling-system_bloss-core.png,0.18322718
bluekiri_mlab,bluekiri_mlab.png,bluekiri_mlab.png,0.2923422
boot2podman_machine,boot2podman_machine.png,boot2podman_machine.png,0.13171196
brightzheng100_instana-handson-labs,brightzheng100_instana-handson-labs.jpg,brightzheng100_instana-handson-labs.png,0.2266382
btcpayserver_btcpayserver-doc,btcpayserver_btcpayserver-doc.png,btcpayserver_btcpayserver-doc.png,0.19460404
calmato_gran-book,calmato_gran-book.jpeg,calmato_gran-book.png,0.25368714
cap-ntu_Video-to-Retail-Platform,cap-ntu_Video-to-Retail-Platform.jpg,cap-ntu_Video-to-Retail-Platform.png,0.46616113
caraml-dev_turing,caraml-dev_turing.png,caraml-dev_turing.png,0.33535147
castle-finance_vault-transaction-indexer,castle-finance_vault-transaction-indexer.png,castle-finance_vault-transaction-indexer.png,0.16338181
chaitin_veinmind-tools,chaitin_veinmind-tools.png,chaitin_veinmind-tools.png,0.33656448
chirgjin_track-my-events,chirgjin_track-my-events.png,chirgjin_track-my-events.png,0.37480617
chrispiro_deploy_plotly_app_on_gcp,chrispiro_deploy_plotly_app_on_gcp.png,chrispiro_deploy_plotly_app_on_gcp.png,0.2316547
chsakell_planet-scale-azure,chsakell_planet-scale-azure.png,chsakell_planet-scale-azure.png,0.16286433
clemgbld_blog_back_office,clemgbld_blog_back_office.png,clemgbld_blog_back_office.png,0.31132758
codahale_sneaker,codahale_sneaker.png,codahale_sneaker.png,0.3406629
cordon-thiago_airflow-spark,cordon-thiago_airflow-spark.png,cordon-thiago_airflow-spark.png,0.28711617
coverage-robot_core,coverage-robot_core.jpg,coverage-robot_core.png,0.33254665
danielfm_prometheus-for-developers,danielfm_prometheus-for-developers.png,danielfm_prometheus-for-developers.png,0.44953537
darrenyao87_tnn-models,darrenyao87_tnn-models.jpg,darrenyao87_tnn-models.png,0.38888872
david3107_squatm3gator,david3107_squatm3gator.png,david3107_squatm3gator.png,0.1940571
davidlandry93_glo4001,davidlandry93_glo4001.png,davidlandry93_glo4001.png,0.228778
de1ux_statlord,de1ux_statlord.png,de1ux_statlord.png,0.411385
decentraland_catalyst,decentraland_catalyst.png,decentraland_catalyst.png,0.21653736
dich1_bookshelf-web,dich1_bookshelf-web.png,dich1_bookshelf-web.png,0.33967483
doitintl_banias,doitintl_banias.png,doitintl_banias.png,0.36011028
domingo1021_Bunny-code,domingo1021_Bunny-code.png,domingo1021_Bunny-code.png,0.38624984
dowjones_hammer,dowjones_hammer.png,dowjones_hammer.png,0.28331804
dsc-sookmyung_2023-mention-all-SolutionChallenge,dsc-sookmyung_2023-mention-all-SolutionChallenge.png,dsc-sookmyung_2023-mention-all-SolutionChallenge.png,0.24388754
dspace-group_simphera-reference-architecture-azure,dspace-group_simphera-reference-architecture-azure.png,dspace-group_simphera-reference-architecture-azure.png,0.41939938
duanfuxiang0_MysqlMigrationTool,duanfuxiang0_MysqlMigrationTool.jpg,duanfuxiang0_MysqlMigrationTool.png,0.36551678
dwt0317_Search_Adserver,dwt0317_Search_Adserver.png,dwt0317_Search_Adserver.png,0.33414006
dylanvanh_MunchOut,dylanvanh_MunchOut.png,dylanvanh_MunchOut.png,0.2745312
eProsima_FIWARE-SH,eProsima_FIWARE-SH.png,eProsima_FIWARE-SH.png,0.20981616
eProsima_Integration-Service,eProsima_Integration-Service.png,eProsima_Integration-Service.png,0.17933863
ebu_PlugIt,ebu_PlugIt.png,ebu_PlugIt.png,0.43534607
elpapi42_deep-deblurring,elpapi42_deep-deblurring.png,elpapi42_deep-deblurring.png,0.20802093
emreturgutce_stock-management,emreturgutce_stock-management.png,emreturgutce_stock-management.png,0.43280226
eqbal_CarND_Capstone_CarX,eqbal_CarND_Capstone_CarX.png,eqbal_CarND_Capstone_CarX.png,0.30103922
ertis-research_lwm2m-blockchain,ertis-research_lwm2m-blockchain.png,ertis-research_lwm2m-blockchain.png,0.26680738
ev2900_OpenSearch_Dashboard_Nginx_Proxy,ev2900_OpenSearch_Dashboard_Nginx_Proxy.png,ev2900_OpenSearch_Dashboard_Nginx_Proxy.png,0.23987317
exmgr_GatewayXM,exmgr_GatewayXM.png,exmgr_GatewayXM.png,0.26423705
fdrennan_ndexr-platform,fdrennan_ndexr-platform.png,fdrennan_ndexr-platform.png,0.10291666
fecgov_fec-eregs,fecgov_fec-eregs.png,fecgov_fec-eregs.png,0.42637634
florianhoehn_sf-apex-rest-api,florianhoehn_sf-apex-rest-api.png,florianhoehn_sf-apex-rest-api.png,0.27713126
fredrikhgrelland_data-mesh,fredrikhgrelland_data-mesh.png,fredrikhgrelland_data-mesh.png,0.34744126
freenowtech_AndroidCI,freenowtech_AndroidCI.png,freenowtech_AndroidCI.png,0.20692933
gabrielfarah_OpenHub,gabrielfarah_OpenHub.png,gabrielfarah_OpenHub.png,0.2441122
gaiax_fLibra,gaiax_fLibra.png,gaiax_fLibra.png,0.27234375
gapfish_deployer,gapfish_deployer.jpg,gapfish_deployer.png,0.19530088
gcba-iris_iris,gcba-iris_iris.png,gcba-iris_iris.png,0.14782828
gdsc-ys_mlops,gdsc-ys_mlops.png,gdsc-ys_mlops.png,0.42283005
geovanegodoi_MicroServicesPOC,geovanegodoi_MicroServicesPOC.png,geovanegodoi_MicroServicesPOC.png,0.35673505
